172.179.180.165 - - [25/Sep/2024:13:07:03 +0000] "HEAD /static/images/shape/shape-7.png HTTP/1.1" 200 4087 "-" "Mozilla/5.0 (X11; Linux i686; rv:128.0) Gecko/20100101 Firefox/128.0"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/bootstrap.min.js HTTP/1.1" 200 16387 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/jquery.magnific-popup.min.js HTTP/1.1" 200 7747 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/swiper-bundle.min.js HTTP/1.1" 200 38442 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/jquery.nice-select.min.js HTTP/1.1" 200 1392 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/video-playlist.js HTTP/1.1" 200 2943 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/plugins/ajax-contact.js HTTP/1.1" 200 858 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/js/main.js HTTP/1.1" 200 2099 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/logo3.jpg HTTP/1.1" 200 19647 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/home1.jpg HTTP/1.1" 200 81797 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77539 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/Gordita-Regular.woff2 HTTP/1.1" 200 41322 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/Gordita-Medium.woff2 HTTP/1.1" 200 41758 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/Gordita-Bold.woff2 HTTP/1.1" 200 42042 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/Vital+Pro.png HTTP/1.1" 200 118694 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/flaticon.ttf?7bd489e997c1aef07fb65d046dd77e13 HTTP/1.1" 200 6818 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/slider/slider-3.jpg HTTP/1.1" 200 39322 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/fonts/icofont.woff2 HTTP/1.1" 200 538864 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/motherearth.jpg HTTP/1.1" 200 35845 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/app-store.jpg HTTP/1.1" 200 3125 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/slider/slider-1.jpg HTTP/1.1" 200 50315 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/doterra%20-%201.jpg HTTP/1.1" 200 259320 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-1.png HTTP/1.1" 200 6884 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-7.png HTTP/1.1" 200 25227 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-12.png HTTP/1.1" 200 10318 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/slider/slider-2.jpg HTTP/1.1" 200 54702 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-8.png HTTP/1.1" 200 18794 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/good.jpg HTTP/1.1" 200 70041 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/play-store.jpg HTTP/1.1" 200 2873 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/desbio.jpg HTTP/1.1" 200 23401 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-5.png HTTP/1.1" 200 49201 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-6.png HTTP/1.1" 200 18607 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/motherearth%20labs%20resized.jpg HTTP/1.1" 200 35845 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/good%20roast.jpg HTTP/1.1" 200 70041 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/doterra.jpg HTTP/1.1" 200 259320 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/Vital+Pro+Naturals.png HTTP/1.1" 200 118694 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/brand/desbio%20resized.jpg HTTP/1.1" 200 23401 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-9.png HTTP/1.1" 200 3123 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:01 +0000] "GET /static/images/shape/shape-4.png HTTP/1.1" 200 2025 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
146.75.222.1 - - [25/Sep/2024:14:28:02 +0000] "GET /static/images/favicon.ico HTTP/1.1" 200 1456 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:05 +0000] "GET /static/images/shape/shape-3.png HTTP/1.1" 200 3727 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:44 +0000] "GET /home HTTP/1.1" 200 13477 "https://hamrishealthandwellness.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 4280 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /static/images/shape/shape-9.png HTTP/1.1" 200 6954 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /favicon.ico HTTP/1.1" 404 4280 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 4280 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /static/images/favicon.ico HTTP/1.1" 200 5287 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:28:49 +0000] "GET /static/images/home1.jpg HTTP/1.1" 200 85628 "-" "NetworkingExtension/8619.1.26.30.5 Network/4277.2.5 iOS/18.0"
104.28.57.253 - - [25/Sep/2024:14:29:02 +0000] "GET /home HTTP/1.1" 200 13477 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
104.28.110.102 - - [25/Sep/2024:14:29:03 +0000] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 4280 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
104.28.110.102 - - [25/Sep/2024:14:29:03 +0000] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 449 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
104.28.110.102 - - [25/Sep/2024:14:29:03 +0000] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 449 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
104.28.110.102 - - [25/Sep/2024:14:29:03 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 449 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
104.28.110.102 - - [25/Sep/2024:14:29:03 +0000] "GET /static/images/favicon.ico HTTP/1.1" 200 1456 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
104.28.110.102 - - [25/Sep/2024:14:29:05 +0000] "GET /static/images/home1.jpg HTTP/1.1" 200 81797 "-" "MobileSafari/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
74.139.117.246 - - [25/Sep/2024:14:29:10 +0000] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 4280 "-" "SafariViewService/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
74.139.117.246 - - [25/Sep/2024:14:29:11 +0000] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 449 "-" "SafariViewService/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
74.139.117.246 - - [25/Sep/2024:14:29:11 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 449 "-" "SafariViewService/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
74.139.117.246 - - [25/Sep/2024:14:29:11 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 449 "-" "SafariViewService/8619.1.26.30.5 CFNetwork/1568.100.1 Darwin/24.0.0"
94.152.186.69 - - [25/Sep/2024:14:30:36 +0000] "GET / HTTP/1.1" 200 13477 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"
104.28.57.250 - - [25/Sep/2024:14:30:41 +0000] "GET /home HTTP/1.1" 200 13477 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
94.152.186.69 - - [25/Sep/2024:14:31:02 +0000] "GET / HTTP/1.1" 200 13477 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"
74.139.117.246 - - [25/Sep/2024:14:35:08 +0000] "GET / HTTP/1.1" 200 13477 "http://m.facebook.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22A3354 [FBAN/FBIOS;FBAV/482.1.0.47.106;FBBV/644413532;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/18.0;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/645841482;IABMV/1]"
